19:22:31.753 INFO (Entity.java:228) Table feed_info was missing but it is not required.
19:22:31.753 INFO (GTFSFeed.java:90) Feed ID is undefined.
19:22:31.753 INFO (GTFSFeed.java:92) Feed ID is 'null'.
19:22:31.753 INFO (Entity.java:232) Loading GTFS table agency from agency.txt
19:22:31.754 INFO (Entity.java:228) Table calendar was missing but it is not required.
19:22:31.754 INFO (Entity.java:232) Loading GTFS table calendar_dates from calendar_dates.txt
19:22:31.814 INFO (Entity.java:228) Table fare_attributes was missing but it is not required.
19:22:31.814 INFO (Entity.java:228) Table fare_rules was missing but it is not required.
19:22:31.814 INFO (Entity.java:232) Loading GTFS table routes from routes.txt
19:22:31.825 INFO (Entity.java:232) Loading GTFS table shapes from shapes.txt
19:22:33,202 ERROR ~ DB transaction left unclosed, this signifies a memory leak!
19:22:33,204 ERROR ~ DB transaction left unclosed, this signifies a memory leak!
19:22:33,204 ERROR ~ DB transaction left unclosed, this signifies a memory leak!
19:22:35.420 INFO (Entity.java:240) Record number 500.0k
19:22:37.788 INFO (Entity.java:232) Loading GTFS table stops from stops.txt
19:22:37.861 INFO (Entity.java:228) Table transfers was missing but it is not required.
19:22:37.861 INFO (Entity.java:232) Loading GTFS table trips from trips.txt
19:22:37.987 INFO (Entity.java:228) Table frequencies was missing but it is not required.
19:22:37.988 INFO (Entity.java:232) Loading GTFS table stop_times from stop_times.txt
19:22:43.060 INFO (Entity.java:240) Record number 500.0k
19:22:45.374 INFO (Entity.java:240) Record number 1.0M
19:22:47.922 INFO (Entity.java:240) Record number 1.5M
19:22:50.381 INFO (GTFSFeed.java:105) 0 errors
19:22:50,382 INFO  ~ GtfsImporter: importing agencies...
19:24:26,041 WARN  ~ Two stops on trip pattern 2926593d-2f00-40a1-899a-f77023a025e7 map to same point on shape
19:24:26,041 WARN  ~ Two stops on trip pattern 2926593d-2f00-40a1-899a-f77023a025e7 map to same point on shape
19:24:26,041 WARN  ~ Two stops on trip pattern 2926593d-2f00-40a1-899a-f77023a025e7 map to same point on shape
19:24:26,041 WARN  ~ Two stops on trip pattern 2926593d-2f00-40a1-899a-f77023a025e7 map to same point on shape
19:24:26,041 WARN  ~ Two stops on trip pattern 2926593d-2f00-40a1-899a-f77023a025e7 map to same point on shape
19:24:26,041 WARN  ~ Two stops on trip pattern 2926593d-2f00-40a1-899a-f77023a025e7 map to same point on shape
19:24:26,042 WARN  ~ Two stops on trip pattern 2926593d-2f00-40a1-899a-f77023a025e7 map to same point on shape
19:24:26,042 WARN  ~ Two stops on trip pattern 2926593d-2f00-40a1-899a-f77023a025e7 map to same point on shape
19:24:26,051 INFO  ~ Loaded 26000 / 49539 trips
19:24:26,183 INFO  ~ Fixed 53 / 57 stops after first round for trip pattern fb89fc51-6c55-4dae-a2f1-b36b3b9ea596 (GEORGE MASON UNIVERSITY) on route 098fd154-1adc-4e44-b476-adafafc3dab2
19:24:26,253 INFO  ~ Fixed 37 / 38 stops after first round for trip pattern 6714c6f7-1886-4d5f-b3f5-8eccfaeb8159 (ROSSLYN) on route 5a3674aa-7107-41dd-bdaf-7c2c19cf154e
19:24:26,317 INFO  ~ Fixed 13 / 15 stops after first round for trip pattern e0903fa8-e30d-4ea2-8dc4-8b73823c8d0f (BRANCH AVE STATION) on route b9ed926b-700f-48d2-bfa1-9327158a9be5
19:24:26,336 INFO  ~ Fixed 17 / 22 stops after first round for trip pattern a411ca53-4fd1-43e2-b5f0-297340e6c3f0 (POTOMAC YARD) on route 4d9b5bd0-f86a-4bb0-a5d0-09eea41b99ba
19:24:26,416 INFO  ~ Fixed 30 / 37 stops after first round for trip pattern 3642e859-2b3b-46fc-bdd6-fa307bd4d124 (BOWIE STATE UNIVERSITY) on route cf392cbe-bf91-409b-87b4-9142344e1c82
19:24:26,418 WARN  ~ Shape dist traveled past end of shape, was 28429.907908588495, expected max 28429.907908588495, clamping
19:24:26,460 INFO  ~ Fixed 10 / 19 stops after first round for trip pattern 15466f9a-87e1-44b9-8463-9c412109c79f (BOWIE STATE UNIVERSITY) on route 3cc400bc-db09-4bf0-811f-813b8fc7369d
19:24:26,462 WARN  ~ Shape dist traveled past end of shape, was 22266.267473456715, expected max 22266.267473456715, clamping
19:24:26,540 INFO  ~ Fixed 34 / 41 stops after first round for trip pattern 0ebcc099-93f9-4dba-bce2-78e655516e3e (ADDISON RD STATION) on route 8648a11b-c3f6-4b94-bb82-ead2f4ba5372
19:24:26,594 INFO  ~ Fixed 31 / 35 stops after first round for trip pattern 11e61f41-e98a-4020-83fe-3d06a5f59e7d (SILVER SPRING STATION) on route fb407bda-3288-4ad8-875e-4163cc1a8c0b
19:24:26,617 INFO  ~ Fixed 15 / 16 stops after first round for trip pattern 27fce06b-1bf5-4d3b-b87a-db0e84ab61ec (ARCHIVES) on route 9f6c1684-ae80-4be6-9e3e-44e4cc92a8e8
19:24:26,787 INFO  ~ Fixed 41 / 45 stops after first round for trip pattern a96f2cb1-7d61-4398-bedb-b952fc32a6b4 (DUNN LORING STATION) on route 0282b8c3-14fb-4eb2-9951-834f5a662c0b
19:24:26,793 INFO  ~ Fixed 6 / 6 stops after first round for trip pattern 17712dfb-f6d0-4130-b321-ee26ef1a7f89 (WIEHLE  RESTON  EAST) on route 363dc064-e6f1-4b42-92e3-d475f4e806d0
19:24:26,823 INFO  ~ Fixed 25 / 28 stops after first round for trip pattern 272b9d8b-7507-44d0-846a-120f6a7ebd7f (GLOVER PARK) on route 6537941e-d965-4717-8c3e-a61daa69e249
19:24:26,824 WARN  ~ Shape dist traveled past end of shape, was 5655.31029029396, expected max 5655.31029029396, clamping
19:24:26,956 INFO  ~ Fixed 50 / 55 stops after first round for trip pattern 1a60841a-4b6c-4c08-9f3b-38c833081796 (PENDLETON & COLUMBUS) on route 8502291b-5c5d-4f36-9799-dbd2658168f7
19:24:27,255 INFO  ~ Fixed 63 / 80 stops after first round for trip pattern d2a3ec2e-e1ae-4a09-b9b3-13b60561a24d (CAPITAL PLAZA) on route 0232e955-5abd-4f51-a0f3-f74fa0382b17
19:24:27,398 INFO  ~ Fixed 17 / 22 stops after first round for trip pattern eb6eb90c-3cd0-4008-9e2f-8e7512830cd2 (MCPHERSON SQUARE) on route edea9de0-4066-4bb3-85e2-59e4f82470b5
19:24:27,398 WARN  ~ Shape dist traveled past end of shape, was 11617.093232776091, expected max 11617.093232776091, clamping
19:24:27,719 INFO  ~ Fixed 73 / 89 stops after first round for trip pattern e7aeb1bb-3adb-4f61-9c9d-b6985f44a87d (EASTOVER) on route 8648a11b-c3f6-4b94-bb82-ead2f4ba5372
19:24:27,863 WARN  ~ Stop is more than 1km from its shape, using straight-line distances
19:24:28,155 INFO  ~ Fixed 54 / 58 stops after first round for trip pattern 207ca0d9-60fe-4bd1-8ba7-be3da06e64cb (SILVER SPRING STATION) on route f85fc952-8ec2-44c0-aa40-a0a49a954224
19:24:28,574 INFO  ~ Fixed 24 / 27 stops after first round for trip pattern 30fc8840-6c36-4339-8447-e4a0d911cdad (PENTAGON) on route e0698c41-3475-4c41-86a9-e656df0a1023
19:24:28,715 INFO  ~ Fixed 42 / 53 stops after first round for trip pattern 6a892ce1-18a4-4887-8899-2414cfff2e03 (DUNN LORING STATION) on route 0cb17cd7-6386-41c7-b484-1342b64cdfc8
19:24:28,730 WARN  ~ Unable to tell if shape is backwards for trip pattern 0436fe11-def0-4375-93f0-316fb64bd23c (COAST GUARD HQ) on route 58734787-ac66-4da4-bc4b-ee3f043aebbb, assuming it is correct
19:24:28,731 INFO  ~ Fixed 2 / 2 stops after first round for trip pattern 0436fe11-def0-4375-93f0-316fb64bd23c (COAST GUARD HQ) on route 58734787-ac66-4da4-bc4b-ee3f043aebbb
19:24:28,895 INFO  ~ Fixed 40 / 58 stops after first round for trip pattern c1a11f4c-13a8-4219-9669-e6b24a7cfd71 (BALLSTON) on route d198f0d0-1941-4835-be05-5bf86af85143
19:24:28,964 INFO  ~ Loaded 27000 / 49539 trips
19:24:29,149 INFO  ~ Fixed 40 / 50 stops after first round for trip pattern 6ca564bf-dd2c-47a0-84f3-284deed4452b (ANNANDALE) on route c5ba57e4-0e39-4a81-84df-4f197db05693
19:24:29,152 WARN  ~ Shape dist traveled past end of shape, was 25312.151281376468, expected max 25312.151281376468, clamping
19:24:29,185 INFO  ~ Fixed 20 / 24 stops after first round for trip pattern a8ad5073-453a-4e29-a3ee-c5002ad366de (CONVENTION CENTER) on route 7872a5fa-09ab-45d9-a140-f6c74e80eba2
19:24:29,355 INFO  ~ Fixed 70 / 77 stops after first round for trip pattern 87acc08d-82a5-4c3e-a2a4-645705fd18d9 (UNITED MEDICAL CENTER) on route e2b733bd-b058-4f8c-a816-ff56f35888ec
19:24:29,356 WARN  ~ Shape dist traveled past end of shape, was 15287.689006076458, expected max 15287.689006076458, clamping
19:24:29,460 INFO  ~ Fixed 28 / 36 stops after first round for trip pattern ebb3c81b-c23e-4d35-b5b3-bd8b3b51ea68 (LEDROIT PARK - HOWARD UNIVERSITY) on route 4761f0cd-092e-4c7b-9b40-fa35356f13b8
19:24:29,461 WARN  ~ Shape dist traveled past end of shape, was 7754.723466972428, expected max 7754.723466972428, clamping
19:24:29,599 INFO  ~ Fixed 35 / 37 stops after first round for trip pattern 71fe4395-684a-4e0f-a964-d48ed88fae34 (EAST FALLS CHURCH STATION) on route 5a3674aa-7107-41dd-bdaf-7c2c19cf154e
19:24:29,686 INFO  ~ Fixed 18 / 21 stops after first round for trip pattern d6df1afe-b645-4aef-be54-06ab11ae02ca (ROLLING VALLEY MALL) on route 3246d3ef-46e4-47ac-9e7f-f78559cad6fd
19:24:29,825 INFO  ~ Fixed 43 / 57 stops after first round for trip pattern d20312d5-fe85-4552-9d80-95b062566c9f (FEDERAL TRIANGLE) on route f85fc952-8ec2-44c0-aa40-a0a49a954224
19:24:29,916 INFO  ~ Fixed 21 / 24 stops after first round for trip pattern 37f53d60-2eb2-4482-81ff-04429ae8da13 (UNION STATION) on route dabee5cc-3a9a-4760-ac59-37b0f52d6756
19:24:30,018 INFO  ~ Fixed 47 / 50 stops after first round for trip pattern e53ddce7-4ae7-4a4d-8b1d-b8b5d6b2526f (SILVER SPRING STATION) on route 086b1b16-ba61-442d-a3f0-ea7e870a00ce
19:24:30,132 INFO  ~ Fixed 39 / 43 stops after first round for trip pattern 57b04290-c8aa-4378-b67e-e0a59eccb7bd (NAYLOR RD STATION) on route 93fed491-3956-4be2-a450-2c9464b53f10
19:24:30,330 INFO  ~ Fixed 47 / 59 stops after first round for trip pattern d66eaf79-0242-46a5-8110-4543b846b7b7 (MINNESOTA AVE STATION) on route f3d72c79-3002-47d3-bcfc-224667dc88a3
19:24:30,470 INFO  ~ Fixed 41 / 55 stops after first round for trip pattern 0d89ef5c-1a9a-4530-8711-8aff7460daa0 (FEDERAL TRIANGLE) on route f85fc952-8ec2-44c0-aa40-a0a49a954224
19:24:30,645 INFO  ~ Fixed 12 / 14 stops after first round for trip pattern 12881a8d-6407-4d40-8379-5957c7fc02ae (FRIENDSHIP HEIGHTS STATION) on route 8c5cc2fd-5b73-472c-bfce-adc90acf6c40
19:24:30,700 INFO  ~ Fixed 20 / 29 stops after first round for trip pattern 9a4c5915-b0d2-4100-8a92-9b89b927d878 (N V C C - ALEXANDRIA) on route a93fb001-6c25-4bef-9b60-3dbf27549a2b
19:24:30,780 INFO  ~ Fixed 40 / 46 stops after first round for trip pattern b512fd10-87e5-447a-bfac-d44882350bf3 (TAKOMA STATION) on route 9006c58b-3e5d-4725-9e04-947b2e06cb70
19:24:30,848 INFO  ~ Fixed 27 / 29 stops after first round for trip pattern 052db097-ce7e-4ac3-a531-96e5216da37f (LINCOLNIA) on route 0c93e3e1-364d-49b4-8a90-a429b50f590c
19:24:30,988 INFO  ~ Fixed 44 / 48 stops after first round for trip pattern 99bd50f6-346b-4224-bd68-5ae7c1580ca0 (BALLSTON) on route 76167b87-87a3-4477-abeb-9dede58ed104
19:24:31,035 INFO  ~ Loaded 28000 / 49539 trips
19:24:31,147 INFO  ~ Fixed 28 / 38 stops after first round for trip pattern 94205ce7-fbde-48c0-a3b8-88f446af3b0b (DUPONT CIRCLE) on route 7aa38cc7-98c4-4b5d-a39b-4f947c09c1c6
19:24:31,245 INFO  ~ Fixed 24 / 30 stops after first round for trip pattern c2139ad1-f372-4cb8-94d4-884421f9be3a (NEW CARROLLTON STATION) on route cf392cbe-bf91-409b-87b4-9142344e1c82
19:24:31,394 INFO  ~ Fixed 46 / 55 stops after first round for trip pattern e46e623e-0825-47b1-89a4-6a3eff86deae (CASTLE BLVD) on route 9d43c59c-0d0a-4f8f-8821-1cb93964a9b6
19:24:31,447 INFO  ~ Fixed 19 / 20 stops after first round for trip pattern 18f5a03a-2e00-4a62-9635-c71e75594a61 (NATIONAL HARBOR) on route eed77051-031b-4625-9f62-456da413db83
19:24:31,523 INFO  ~ Fixed 39 / 45 stops after first round for trip pattern 768d70f6-3750-4071-9b05-643bb640a833 (FARRAGUT SQUARE) on route 7aa38cc7-98c4-4b5d-a39b-4f947c09c1c6
19:24:32,024 INFO  ~ Fixed 91 / 109 stops after first round for trip pattern a3bc0f58-ef2b-459a-9b7d-a86bfa1502cd (SUITLAND STATION) on route 9ae6bf06-cdd6-4556-a3c0-defc7421df55
19:24:32,120 INFO  ~ Fixed 33 / 41 stops after first round for trip pattern 9001ce90-480c-4e0d-a738-ea272f3c2881 (L'ENFANT PLAZA STATION) on route 64c68e09-196c-4802-a5aa-96fed484b3fe
19:24:32,265 INFO  ~ Fixed 22 / 26 stops after first round for trip pattern 517b2e5f-475c-423e-b5ed-10914b2a68bd (BURTONSVILLE) on route c9300709-f7d0-47f2-b373-4d092307de11
19:24:32,403 INFO  ~ Fixed 55 / 59 stops after first round for trip pattern b9f74f74-a977-497b-a729-ce16e9015c0f (SILVER SPRING STATION) on route f85fc952-8ec2-44c0-aa40-a0a49a954224
19:24:32,645 INFO  ~ Fixed 69 / 78 stops after first round for trip pattern ec7f451d-b59e-48b7-a2e2-2358f8215ed0 (UNITED MEDICAL CENTER) on route f829a800-c614-458e-8e45-6cd9ae3f226a
19:24:32,646 WARN  ~ Shape dist traveled past end of shape, was 15835.026423650892, expected max 15835.026423650892, clamping
19:24:32,737 INFO  ~ Fixed 42 / 47 stops after first round for trip pattern 38557d0c-3f6c-428b-bd28-d612f7a3c7eb (WHEATON STATION) on route 454054fe-da87-4295-b6ff-4033e23b8afa
19:24:32,803 INFO  ~ Fixed 36 / 38 stops after first round for trip pattern 9f869f68-b2b3-4433-a20d-18a2d726154f (NAVY YARD - BALLPARK STATION) on route 263774df-c4d3-489d-ab2a-08facc5eb14a
19:24:32,972 INFO  ~ Fixed 47 / 52 stops after first round for trip pattern 1f7ffe42-8e22-49c3-a762-6d14c1ef7c6a (PENTAGON) on route df81eb66-647b-4d15-ac69-9cb5be28dc04
19:24:33,275 INFO  ~ Fixed 43 / 46 stops after first round for trip pattern 009903c0-ceeb-455e-8db1-6065e106bee8 (GEORGE MASON UNIVERSITY) on route bf337fd5-ff77-476f-8944-e49d7f5e4d1d
19:24:33,296 INFO  ~ Fixed 27 / 27 stops after first round for trip pattern 7f66b935-5895-448d-be4c-9a15efb8aad9 (LARGO TOWN CENTER) on route bcbe2132-0edd-47eb-954c-7cdb6777f025
19:24:33,728 INFO  ~ Fixed 62 / 81 stops after first round for trip pattern 3990d89f-1ebf-420e-82c3-de2826992834 (SIBLEY HOSPITAL) on route 7aa38cc7-98c4-4b5d-a39b-4f947c09c1c6
19:24:33,730 WARN  ~ Shape dist traveled past end of shape, was 18902.372136446458, expected max 18902.372136446458, clamping
19:24:33,731 WARN  ~ Shape dist traveled past end of shape, was 18902.372136446458, expected max 18902.372136446458, clamping
19:24:33,731 WARN  ~ Shape dist traveled past end of shape, was 18902.372136446458, expected max 18902.372136446458, clamping
19:24:33,731 WARN  ~ Shape dist traveled past end of shape, was 18902.372136446458, expected max 18902.372136446458, clamping
19:24:33,825 INFO  ~ Fixed 22 / 29 stops after first round for trip pattern 11cbc3b1-6b7d-4f48-b5ca-a59713d5bee0 (FAIRFAX VILLAGE) on route e649fc64-e2be-444d-af93-fc32ae9f5e7a
19:24:33,826 WARN  ~ Shape dist traveled past end of shape, was 9574.489639280251, expected max 9574.489639280251, clamping
19:24:33,826 WARN  ~ Shape dist traveled past end of shape, was 9574.489639280251, expected max 9574.489639280251, clamping
19:24:33,826 WARN  ~ Shape dist traveled past end of shape, was 9574.489639280251, expected max 9574.489639280251, clamping
19:24:33,827 INFO  ~ Loaded 29000 / 49539 trips
19:24:33,855 INFO  ~ Fixed 17 / 22 stops after first round for trip pattern 3dcf6bf6-bb85-434e-bf1c-8ef09eb3ef6f (LINCOLNIA) on route a2ac05f2-fefd-45c1-8816-d668f6a4df9a
19:24:33,926 INFO  ~ Fixed 33 / 41 stops after first round for trip pattern da2f4ffb-c196-44be-af3f-17d67bb52bc0 (L'ENFANT PLAZA STATION) on route c9fc83e7-760f-4a2a-b282-5b459887a9c5
19:24:34,265 INFO  ~ Fixed 11 / 15 stops after first round for trip pattern 982163a8-d8d3-42fa-b4ce-54d77279cde4 (CARVER TERRACE) on route a2153d4c-a8f5-4973-a3fa-259d0e7c9bbe
19:24:34,310 INFO  ~ Fixed 23 / 23 stops after first round for trip pattern 5285af77-4ade-446b-97e9-3a70bf43372f (GLENMONT) on route 675d11b4-e400-4c17-9a72-b1b3ace62d85
19:24:34,591 INFO  ~ Fixed 66 / 77 stops after first round for trip pattern 598188e8-8e86-4b5d-8800-cf8c6cfa8c15 (CAPITOL HEIGHTS STATION) on route a92ae21c-9adf-4fa1-b4ca-141eb353aca7
19:24:34,673 INFO  ~ Fixed 21 / 25 stops after first round for trip pattern 56aa9c07-adb1-4cfb-9fe8-39d6dd9dba53 (BURTONSVILLE) on route c9300709-f7d0-47f2-b373-4d092307de11
19:24:34,802 INFO  ~ Fixed 19 / 43 stops after first round for trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 (N V C C - ALEXANDRIA) on route a5b513fd-d5de-41fa-90c1-a27e84948367
19:24:34,804 WARN  ~ Two stops on trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 map to same point on shape
19:24:34,805 WARN  ~ Two stops on trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 map to same point on shape
19:24:34,805 WARN  ~ Two stops on trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 map to same point on shape
19:24:34,805 WARN  ~ Two stops on trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 map to same point on shape
19:24:34,805 WARN  ~ Two stops on trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 map to same point on shape
19:24:34,805 WARN  ~ Two stops on trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 map to same point on shape
19:24:34,805 WARN  ~ Two stops on trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 map to same point on shape
19:24:34,805 WARN  ~ Two stops on trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 map to same point on shape
19:24:34,805 WARN  ~ Two stops on trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 map to same point on shape
19:24:34,805 WARN  ~ Two stops on trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 map to same point on shape
19:24:34,805 WARN  ~ Two stops on trip pattern cf89e4ea-99a6-4b14-b986-5a62b24af019 map to same point on shape
19:24:34,806 WARN  ~ Shape dist traveled past end of shape, was 19024.197463998793, expected max 19024.197463998793, clamping
19:24:34,831 INFO  ~ Fixed 18 / 21 stops after first round for trip pattern a374fa23-c8b7-4789-963b-51f0c6939880 (CONVENTION CENTER) on route 79d84329-0fae-4821-a978-5ddc0bda267e
19:24:35,049 INFO  ~ Fixed 58 / 68 stops after first round for trip pattern ebfa89ce-1580-46e9-b97b-5a0f1f3a62c3 (HUNTING POINT) on route 8502291b-5c5d-4f36-9799-dbd2658168f7
19:24:35,074 INFO  ~ Fixed 14 / 14 stops after first round for trip pattern 91dbbc3d-de6d-4c56-9fbf-d30832bddbbe (VIENNA FAIRFAX GMU) on route a1a52c1c-256c-4308-94a7-b3e85a4285a7
19:24:35,149 INFO  ~ Fixed 29 / 40 stops after first round for trip pattern 4b981889-e124-4dfc-89cd-a694de70996a (KINGS PARK WEST) on route 2928902c-f9fa-4806-9e69-383d66f3e81b
19:24:35,151 WARN  ~ Shape dist traveled past end of shape, was 30341.151217034472, expected max 30341.151217034472, clamping
19:24:35,188 INFO  ~ Fixed 23 / 26 stops after first round for trip pattern 4338705e-a897-4351-89af-0f9ab1b4b980 (PENTAGON) on route a3313c21-5590-462a-942c-004d0b43ca86
19:24:35,330 INFO  ~ Fixed 46 / 50 stops after first round for trip pattern 5122ed80-c32a-4e92-bc4d-830fcaa50373 (DUNN LORING STATION) on route 0282b8c3-14fb-4eb2-9951-834f5a662c0b
19:24:35,446 INFO  ~ Fixed 33 / 42 stops after first round for trip pattern 35b8a127-6db7-4679-8b8b-f15093c8affb (NEW CARROLLTON STATION) on route eac6c002-920d-446f-96f7-72a8151901db
19:24:35,448 WARN  ~ Shape dist traveled past end of shape, was 14920.45383301163, expected max 14920.45383301163, clamping
19:24:35,472 INFO  ~ Fixed 14 / 15 stops after first round for trip pattern 7f335639-4757-430f-b972-09bb9e144e82 (TAKOMA STATION) on route 3941dc9d-c968-4301-9df4-e7224fc84109
19:24:35,481 INFO  ~ Fixed 12 / 12 stops after first round for trip pattern aaaef797-e707-4f9f-9411-9e4d6e6accbf (HUNTINGTON) on route 85eb7683-ac32-49d9-b969-fc8109723f7b
19:24:35,658 INFO  ~ Fixed 40 / 50 stops after first round for trip pattern 231ade59-f4c1-4bf3-913b-3cefdfc3f1db (DEANWOOD STATION) on route d9e61e73-915f-43db-9fb6-a86e748fedfd
19:24:35,895 INFO  ~ Fixed 38 / 52 stops after first round for trip pattern a66d5362-7bda-416a-b30e-6349ff52ba65 (FEDERAL TRIANGLE) on route f85fc952-8ec2-44c0-aa40-a0a49a954224
19:24:36,065 INFO  ~ Fixed 59 / 61 stops after first round for trip pattern d0b2f149-4a6c-40d8-a52f-34b4027cf6c5 (NEW CARROLLTON STATION) on route d4834b02-dbe9-4b55-9e7c-8ff78362f23c
19:24:36,135 INFO  ~ Fixed 12 / 16 stops after first round for trip pattern b0482e31-3fe0-4830-8748-0724443d7da8 (FARRAGUT SQUARE) on route 99f5483c-7024-4017-80ae-adb34bdfc32d
19:24:36,136 WARN  ~ Shape dist traveled past end of shape, was 4119.691031686547, expected max 4119.691031686547, clamping
19:24:36,167 INFO  ~ Fixed 14 / 14 stops after first round for trip pattern 832df6bc-d491-4c76-9440-9a2750b0e7e8 (ARCHIVES) on route 8c5cc2fd-5b73-472c-bfce-adc90acf6c40
19:24:36,347 INFO  ~ Fixed 56 / 62 stops after first round for trip pattern 191c9c3b-655b-465b-94ac-a9852402ba46 (NEW CARROLLTON STATION) on route 16f6cf10-737c-4a5a-949f-b6ec8c49f51c
19:24:36,348 WARN  ~ Two stops on trip pattern 191c9c3b-655b-465b-94ac-a9852402ba46 map to same point on shape
19:24:36,348 WARN  ~ Two stops on trip pattern 191c9c3b-655b-465b-94ac-a9852402ba46 map to same point on shape
19:24:36,459 INFO  ~ Fixed 42 / 57 stops after first round for trip pattern af9559bb-b3f8-48f0-9ad7-5ac55c6a5248 (GEORGETOWN) on route 7dac992e-f54b-40c6-86fe-0f57adf5d3f7
19:24:36,477 INFO  ~ Fixed 11 / 15 stops after first round for trip pattern 7d98276b-d910-44ca-843f-2108fb2263d6 (FAIRFAX VILLAGE) on route fdf7cb85-4ebd-4097-933e-bd7e15310a22
19:24:36,477 WARN  ~ Shape dist traveled past end of shape, was 3444.656014996481, expected max 3444.656014996481, clamping
19:24:36,477 WARN  ~ Shape dist traveled past end of shape, was 3444.656014996481, expected max 3444.656014996481, clamping
19:24:36,477 WARN  ~ Shape dist traveled past end of shape, was 3444.656014996481, expected max 3444.656014996481, clamping
19:24:36,478 WARN  ~ Shape dist traveled past end of shape, was 3444.656014996481, expected max 3444.656014996481, clamping
19:24:36,555 INFO  ~ Fixed 35 / 41 stops after first round for trip pattern 42a1cd8f-4c0f-4045-b35a-6ceaf50f1953 (SIBLEY HOSPITAL) on route 9b478bcf-d7ac-4d9a-9c4d-02bff9b56aca
19:24:36,606 INFO  ~ Fixed 26 / 26 stops after first round for trip pattern bbeb9752-0613-44c6-999e-4f267994f2c2 (VIENNA FAIRFAX-GMU) on route a1a52c1c-256c-4308-94a7-b3e85a4285a7
19:24:36,623 INFO  ~ Loaded 30000 / 49539 trips
19:24:36,965 INFO  ~ Fixed 44 / 50 stops after first round for trip pattern cbab8cf0-a983-48b4-9010-080080d285dc (CAPITOL HEIGHTS STATION) on route a92ae21c-9adf-4fa1-b4ca-141eb353aca7
19:24:36,979 INFO  ~ Fixed 20 / 20 stops after first round for trip pattern 47a15f3f-9bc3-40f8-a6bc-bb32ba01d48f (SILVER SPRING) on route 675d11b4-e400-4c17-9a72-b1b3ace62d85
19:24:37,044 INFO  ~ Fixed 21 / 29 stops after first round for trip pattern 8613cbf5-e6b0-4d9f-bbbf-0fc385195324 (IVY CITY) on route 3399e8df-4f27-44a0-9659-91ebfcdba45a
19:24:37,086 INFO  ~ Fixed 2 / 2 stops after first round for trip pattern 4561229e-2f40-4926-8005-83e49afdbeb7 (PENTAGON) on route 4004ab90-81a0-46f1-8332-0c5f2e012e42
19:24:37,172 INFO  ~ Fixed 41 / 45 stops after first round for trip pattern c2f3750f-b042-481b-aec1-0ff4545f1837 (ROSSLYN) on route be3d2410-3446-44a7-bac2-cb9f3693e3db
19:24:37,423 INFO  ~ Fixed 60 / 66 stops after first round for trip pattern 01d4ba1c-de33-4ad2-8fa4-3105f391f178 (VAN DORN ST STATION) on route fa179c2a-b025-41ae-94e8-b3dc257a17e7
19:24:37,551 INFO  ~ Fixed 46 / 49 stops after first round for trip pattern de815018-09f0-467d-a1e8-be18d934818e (MCPHERSON SQUARE) on route f8346fd3-2fb8-4e48-8348-82039c822708
19:24:37,776 INFO  ~ Fixed 55 / 67 stops after first round for trip pattern 0b90acca-1936-43f2-96bd-c3568eabdadc (ADDISON RD STATION) on route 8648a11b-c3f6-4b94-bb82-ead2f4ba5372
19:24:37,894 INFO  ~ Fixed 38 / 44 stops after first round for trip pattern c412d0d4-15a5-43b8-a182-7456e8c282ba (LAUREL) on route 1f05e5a6-9758-4d53-af38-3902b65ff3f8
19:24:37,923 INFO  ~ Fixed 13 / 15 stops after first round for trip pattern 8dfb72ca-2e6f-4678-87b7-3034c6787fa1 (GREENCASTLE PARK & RIDE) on route 2f8b2ed6-7d7c-4aa6-8fb1-7b38c0e0af75
19:24:37,945 INFO  ~ Fixed 18 / 19 stops after first round for trip pattern a2786aa0-f7f5-4294-b1e7-3a15995904a4 (NAYLOR RD STATION) on route c03c66cd-b90c-442c-8782-b2dee724c621
19:24:37,952 INFO  ~ Fixed 6 / 6 stops after first round for trip pattern eedd81d2-678a-4dbf-84de-8b45be46b63d (SOUTH GLEBE ROAD) on route 0a1f794a-a36f-4b08-9bdc-06671672c123
19:24:37,961 INFO  ~ Fixed 3 / 4 stops after first round for trip pattern 001457f1-40a7-4ca6-8f7c-b8f6479bad0b (L'ENFANT PLAZA STATION) on route 43adee91-a11a-4696-93c3-d9ea73a59d8d
19:24:38,128 INFO  ~ Fixed 45 / 54 stops after first round for trip pattern 1132db79-1904-480b-8498-6d56663d2862 (FORT WASHINGTON PARK & RIDE) on route 5a0b5253-6aeb-480d-bd55-c03d8fb677e9
19:24:38,316 INFO  ~ Fixed 39 / 46 stops after first round for trip pattern e67fcf71-08f3-4ef0-916e-a321f5abe539 (SILVER SPRING STATION) on route c9300709-f7d0-47f2-b373-4d092307de11
